subject,relation,object,pattern,source_url
7th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
12th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
8th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
2024 Belarusian Premier League relegation play-offs,organizedBy,Football Federation of Belarus,wikidata_structured,https://www.wikidata.org
Salzburger Fussballcup,organizedBy,Salzburg Football Association,wikidata_structured,https://www.wikidata.org
41st Chess Olympiad,organizedBy,Chess Olympiad Tromsø 2014,wikidata_structured,https://www.wikidata.org
39th Chess Olympiad,organizedBy,FIDE,wikidata_structured,https://www.wikidata.org
La Liga,organizedBy,Liga Nacional de Fútbol Profesional,wikidata_structured,https://www.wikidata.org
Singapore Premier League,organizedBy,Football Association of Singapore,wikidata_structured,https://www.wikidata.org
A-Division,organizedBy,Asian Football Confederation,wikidata_structured,https://www.wikidata.org
Meistriliiga,organizedBy,Estonian Football Association,wikidata_structured,https://www.wikidata.org
R League,organizedBy,Korea Professional Football League,wikidata_structured,https://www.wikidata.org
Danish 2nd Division,organizedBy,Divisionsforeningen,wikidata_structured,https://www.wikidata.org
"Peruvian Segunda División, liga 2 peru",organizedBy,Peruvian Football Federation,wikidata_structured,https://www.wikidata.org
Campionato Sammarinese di Calcio,organizedBy,San Marino Football Federation,wikidata_structured,https://www.wikidata.org
Dhivehi League,organizedBy,Football Association of Maldives,wikidata_structured,https://www.wikidata.org
DDR-Liga,organizedBy,Deutscher Fußball-Verband der DDR,wikidata_structured,https://www.wikidata.org
Tipperary Intermediate Football Championship,organizedBy,Tipperary GAA,wikidata_structured,https://www.wikidata.org
Süper Lig,organizedBy,Turkish Football Federation,wikidata_structured,https://www.wikidata.org
Liga Panameña de Fútbol,organizedBy,Panamanian Football Federation,wikidata_structured,https://www.wikidata.org
A Lyga,organizedBy,Lithuanian Football Federation,wikidata_structured,https://www.wikidata.org
Liga II,organizedBy,Romanian Football Federation,wikidata_structured,https://www.wikidata.org
Uruguayan Primera División,organizedBy,Uruguayan Football Association,wikidata_structured,https://www.wikidata.org
Segona Divisió,organizedBy,Andorran Football Federation,wikidata_structured,https://www.wikidata.org
2002 IAAF World Cup,organizedBy,World Athletics,wikidata_structured,https://www.wikidata.org
2017 Herculis,organizedBy,World Athletics,wikidata_structured,https://www.wikidata.org
2017 Meeting de Paris,organizedBy,World Athletics,wikidata_structured,https://www.wikidata.org
Ykkösliiga,organizedBy,Football Association of Finland,wikidata_structured,https://www.wikidata.org
2018 IAAF Continental Cup,organizedBy,World Athletics,wikidata_structured,https://www.wikidata.org
USA Indoor Track and Field Championships,organizedBy,USA Track & Field,wikidata_structured,https://www.wikidata.org
UNAF Club Cup,organizedBy,Union of North African Football Federations,wikidata_structured,https://www.wikidata.org
United States Short Course Swimming Championships,organizedBy,USA Swimming,wikidata_structured,https://www.wikidata.org
United States Spring Swimming Championships,organizedBy,USA Swimming,wikidata_structured,https://www.wikidata.org
UCI Para-cycling Track World Championships,organizedBy,Union Cycliste Internationale,wikidata_structured,https://www.wikidata.org
Uzbekistan Pro League,organizedBy,Uzbekistan Professional Football League Organization,wikidata_structured,https://www.wikidata.org
Oman Professional League,organizedBy,Oman Football Association,wikidata_structured,https://www.wikidata.org
Moldovan National Division,organizedBy,Football Association of Moldova,wikidata_structured,https://www.wikidata.org
Botola Pro 1,organizedBy,Moroccan Football Federation,wikidata_structured,https://www.wikidata.org
2016 Herculis,organizedBy,World Athletics,wikidata_structured,https://www.wikidata.org
Namibia Premier League,organizedBy,Namibia Football Association,wikidata_structured,https://www.wikidata.org
Oberliga Nord (1974-1994),organizedBy,German Football Association,wikidata_structured,https://www.wikidata.org
USA Cross Country Championships,organizedBy,USA Track & Field,wikidata_structured,https://www.wikidata.org
Serbian League West,organizedBy,Football Association of Serbia,wikidata_structured,https://www.wikidata.org
2016 Meeting de Paris,organizedBy,World Athletics,wikidata_structured,https://www.wikidata.org
Syrian Premier League,organizedBy,Syrian Football Association,wikidata_structured,https://www.wikidata.org
NOFV-Oberliga,organizedBy,German Federation of Northeastern Football,wikidata_structured,https://www.wikidata.org
Oberliga Niederrhein,organizedBy,Lower Rhine Football Association,wikidata_structured,https://www.wikidata.org
Belgian Third Division,organizedBy,Royal Belgian Football Association,wikidata_structured,https://www.wikidata.org
Premier League of Bosnia and Herzegovina,organizedBy,Football Federation of Bosnia and Herzegovina,wikidata_structured,https://www.wikidata.org
Mittelrheinliga,organizedBy,Middle Rhine Football Association,wikidata_structured,https://www.wikidata.org
Iraq Stars League,organizedBy,Iraq Football Association,wikidata_structured,https://www.wikidata.org
League of Ireland,organizedBy,Football Association of Ireland,wikidata_structured,https://www.wikidata.org
Latvian Higher League,organizedBy,Latvian Football Federation,wikidata_structured,https://www.wikidata.org
Niger Premier League,organizedBy,Fédération Nigérienne de Football,wikidata_structured,https://www.wikidata.org
Slovak First Football League,organizedBy,Slovak Football Association,wikidata_structured,https://www.wikidata.org
Campeonato Nacional da Guiné-Bissau,organizedBy,Federação de Futebol da Guiné-Bissau,wikidata_structured,https://www.wikidata.org
Oberliga West (1947-1963),organizedBy,Union of European Football Associations,wikidata_structured,https://www.wikidata.org
Azerbaijan Premier League,organizedBy,Association of Football Federations of Azerbaijan,wikidata_structured,https://www.wikidata.org
Jordan Premier League,organizedBy,Jordan Football Association,wikidata_structured,https://www.wikidata.org
2014 IAAF Continental Cup,organizedBy,World Athletics,wikidata_structured,https://www.wikidata.org
U.S. Open,organizedBy,USA Swimming,wikidata_structured,https://www.wikidata.org
Regionalliga Nordost,organizedBy,German Federation of Northeastern Football,wikidata_structured,https://www.wikidata.org
Belarusian Premier League,organizedBy,Football Federation of Belarus,wikidata_structured,https://www.wikidata.org
Fußball-Regionalliga Südwest,organizedBy,Southern German Football Association,wikidata_structured,https://www.wikidata.org
Fußball-Regionalliga Südwest,organizedBy,South West German Football Association,wikidata_structured,https://www.wikidata.org
2015 Meeting Areva,organizedBy,World Athletics,wikidata_structured,https://www.wikidata.org
Regionalliga Bayern,organizedBy,German Football Association,wikidata_structured,https://www.wikidata.org
Regionalliga Nord,organizedBy,Northern German Football Association,wikidata_structured,https://www.wikidata.org
2015 Herculis,organizedBy,World Athletics,wikidata_structured,https://www.wikidata.org
Malawi Premier Division,organizedBy,Football Association of Malawi,wikidata_structured,https://www.wikidata.org
Maltese Premier League,organizedBy,Malta Football Association,wikidata_structured,https://www.wikidata.org
Luxembourg National Division,organizedBy,Luxembourg Football Federation,wikidata_structured,https://www.wikidata.org
Kazakhstan Premier League,organizedBy,Football Federation of Kazakhstan,wikidata_structured,https://www.wikidata.org
Seychelles First Division,organizedBy,Seychelles Football Federation,wikidata_structured,https://www.wikidata.org
Tajik League,organizedBy,Tajikistan Football Federation,wikidata_structured,https://www.wikidata.org
Yemeni League,organizedBy,Yemen Football Association,wikidata_structured,https://www.wikidata.org
Somali First Division,organizedBy,Somali Football Federation,wikidata_structured,https://www.wikidata.org
Primera Divisió,organizedBy,Andorran Football Federation,wikidata_structured,https://www.wikidata.org
Pakistan Premier League,organizedBy,Pakistan Football Federation,wikidata_structured,https://www.wikidata.org
Bohemian Football League,organizedBy,Football Association of the Czech Republic,wikidata_structured,https://www.wikidata.org
Montenegrin Second League,organizedBy,Football Association of Montenegro,wikidata_structured,https://www.wikidata.org
Orange Pro League,organizedBy,Fédération Malagasy de Football,wikidata_structured,https://www.wikidata.org
Oberliga Süd,organizedBy,Southern German Football Association,wikidata_structured,https://www.wikidata.org
Campeonato Nacional de Cabo Verde,organizedBy,Federação Caboverdiana de Futebol,wikidata_structured,https://www.wikidata.org
Nemzeti Bajnokság I,organizedBy,Hungarian Football Federation,wikidata_structured,https://www.wikidata.org
Gabon Championnat National D1,organizedBy,Fédération Gabonaise de Football,wikidata_structured,https://www.wikidata.org
Saudi Pro League,organizedBy,Saudi Football Federation,wikidata_structured,https://www.wikidata.org
Regionalliga West,organizedBy,Western German Football and Athletics Association,wikidata_structured,https://www.wikidata.org
Dominica Premiere League,organizedBy,Dominica Football Association,wikidata_structured,https://www.wikidata.org
National League,organizedBy,Q16167514,wikidata_structured,https://www.wikidata.org
2010 IAAF Continental Cup,organizedBy,World Athletics,wikidata_structured,https://www.wikidata.org
Soviet Top League,organizedBy,Football Federation of the Soviet Union,wikidata_structured,https://www.wikidata.org
Israeli Premier League,organizedBy,Israel Football Association,wikidata_structured,https://www.wikidata.org
2013 Herculis,organizedBy,World Athletics,wikidata_structured,https://www.wikidata.org
2014 DN Galan,organizedBy,World Athletics,wikidata_structured,https://www.wikidata.org
2014 Herculis,organizedBy,World Athletics,wikidata_structured,https://www.wikidata.org
Belgian Women's First Division,organizedBy,Royal Belgian Football Association,wikidata_structured,https://www.wikidata.org
Mauritian League,organizedBy,Mauritius Football Association,wikidata_structured,https://www.wikidata.org
Montenegrin First League,organizedBy,Football Association of Montenegro,wikidata_structured,https://www.wikidata.org
Moldovan Liga 1,organizedBy,Football Association of Moldova,wikidata_structured,https://www.wikidata.org
Aruban Division di Honor,organizedBy,Aruba Football Federation,wikidata_structured,https://www.wikidata.org
J1 League,organizedBy,J.League,wikidata_structured,https://www.wikidata.org
